Screen_Name,Tweet_Text,Follower_Count 
b'_AliciaRosado_',b'RT @StarAdvertiser: Trump aides undercut Dr. Anthony Fauci as he speaks up on coronavirus concerns \n https://t.co/HOU4TDKazo #coronavirus #\xe2\x80\xa6',15
b'CoachRyanFitnes',b'Importance of Staying Healthy During COVID-19 https://t.co/9svB3ZVCoF\n\n #COVID-19 #coronavirus  #healthydiet #diet\xe2\x80\xa6 https://t.co/xD2OEvmQJj',187
b'faheem834',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",100
b'cblazblaz',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",1476
b'Kiel_82',"b'RT @Adam4NY: The #Covid positive test rate reported in Manhattan today was 0.68%\n\nI\xe2\x80\x99m April, that number was often above 40% !!\n\nIt wasn\xe2\x80\x99t\xe2\x80\xa6'",19
b'mccarrimike',"b""RT @ConseDemo: @MarkChangizi My theory why the affluent are so scared of #Covid whereas poorer urban &amp; rural people aren't. \n\nThe poor are\xe2\x80\xa6""",20
b'25thcenturygirl',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',1914
b'AnnieHowe_',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',1443
b'dotto680',b'RT @GrantCardone: Why kids should be out and during Covid-19\n#covid #kids #schoolsreopening \n\nhttps://t.co/L7tfFm5gMi',138
b'_Sumit_Rout',b'RT @AMITABHTHAKUR21: #Schools after reopening \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 #COVID #CORONA #coronavirus https://t.co/X9IkHP2LY8',58
b'AmazingMolds4Yo',b'Spend $35 Get Free Shipping!  Butterfly and Flower Silicone Mold   #COVID STAY SAFE  https://t.co/X6JmTqSHbW https://t.co/0Ta4aofLNx',3629
b'Wqke9',"b'RT @dawgfacedpony: Who do you trust more, your God given #immunesystem or the #government?  https://t.co/dzX6LCzxIt #Florida #COVID #VirusH\xe2\x80\xa6'",5607
b'tvmoviedan',b'RT @1310NEWS: No new #COVID deaths in #Ottawa for 17th day in a row.\n \n#ottnews',2497
b'Deadpool_captn',b'RT @iJasOberoi: This is what\xe2\x80\x99s terribly wrong with India.\n\nEven in the time of a world crisis like #COVID the class divide is so apparent &amp;\xe2\x80\xa6',121
b'natasha367b',"b'RT @Aaron_Derfel: 9) On Sunday, Montreal reported 48 new #COVID cases, the highest total in 17 days. See the rising orange line in the char\xe2\x80\xa6'",1049
b'SaltPepperNSoul',"b'RT @Cleavon_MD: 15,300 new cases of #COVID today in #Florida, yet Disney World reopens. \xf0\x9f\x98\xa8  https://t.co/V772QoXMTF'",390
b'JeffreyLuscombe',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead corrections officer, 47\nSheila Rivera worked at Cook County jail and died from #COVID.  Because she diabetes, her br\xe2\x80\xa6'",12947
b'RickFitzpatric3',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",852
b'ellenJo86632785',b'RT @minnadillard: .@SteveFDA Do for #ALS what you did for #COVID. #ALS is 100% fatal!\nHelp ALS patients access promising treatments NOW! We\xe2\x80\xa6',12
b'LoriThomsen714',"b'RT @KTNV: ""I think I made a mistake. I thought this was a hoax, but it\'s not.""\n\nThose were the final words of a patient who died at a hospi\xe2\x80\xa6'",101
b'yojudenz',b'RT @RealMadDadMAGA: \xf0\x9f\x92\xa5Breaking\xf0\x9f\x92\xa5\n\xf0\x9f\x92\xafReal News!\nThe Rise in #COVID Cases is 100% CDC FRAUD!\nThis is a Direct Plan to destroy us and our Presiden\xe2\x80\xa6',30972
b'keithbuckley',b'RT @LouICF: Is there something in the ICF Method that will enable your city or town to change for the better in the post-#COVID order? @New\xe2\x80\xa6',110
b'Bacongod1977',"b""RT @sazzygram3: My nurse friend with 30 yrs of experience is considering quitting. \nI really don't blame her. She says they're already bein\xe2\x80\xa6""",578
b'Ali89003059',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",208
b'ellenJo86632785',b'RT @SamaniegoHale: .@US_FDA Do for #ALS what you did for #COVID. #ALS is 100% fatal!\nHelp ALS patients access promising treatments NOW! We\xe2\x80\xa6',12
b'UTAS_MPH',"b'2020 Arthur Cobbold Memorial Lecture\nSandy Bay to Singapore: A #COVID-19 Story\nPresented by Professor Dale Fisher,\xe2\x80\xa6 https://t.co/gl1nL9emjd'",1570
b'Ranchi2Jaipur',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",73
b'allexx33',b'RT @OkiePotographer: @gtbynum @GovStitt you could have helped in preventing this but instead... #COVID #Oklahoma #Tulsa https://t.co/ofIMJW\xe2\x80\xa6',426
b'250praveen',"b""RT @himantabiswa: Sad to share that Jorhat's Ashish Sahewal (36), with no history of comorbidities, presented with sudden onset breathing d\xe2\x80\xa6""",1560
b'SpnShari',b'RT @JacquelineBPay1: Sobering. Sad. Preventable. #COVID dangers of premature \n#schoolsreopening #OneV1',176
b'FletchReflected',"b'RT @sallyKP: She literally said, \xe2\x80\x9cthe virus will find the person in the group who is *not* wearing a mask.\xe2\x80\x9d\xf0\x9f\x98\xb3\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\n\nThis is all so ridiculou\xe2\x80\xa6'",1297
b'laurenbenet',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",2147
b'maureentaylor31',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",4539
b'egp911',b'World #coronavirus Active Cases Daily Update #coronavirus #coronavirusbrazil #virus #corona #korona #covid_19\xe2\x80\xa6 https://t.co/GM7HsNgUyX',161
b'MariMagforever',b'RT @EpigeneticWhisp: The #MSM lies it\xe2\x80\x99s ass off about #Covid https://t.co/HdvIVU11L6',329
b'jasonwelsh12',b'I think #covid was a wake up call for Americans that not everything in the world can just be bought (a cure / fix)\xe2\x80\xa6 https://t.co/H93krlwQMR',60
b'dumpbloatus',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 34\nSimon Zamudio was born in Phoenix, #Arizona. In the Army, he climb the ranks to sergeant &amp; was a new dad. He w\xe2\x80\xa6'",8223
b'ponsonby_tony',"b'RT @SandroDemaio: We\xe2\x80\x99ve seen it before, but I feel like we need to see it again.\n\n#MaskUpMelbourne \xe2\x80\x94 mask up, stay home, get tested if symp\xe2\x80\xa6'",507
b'jeauxrdans',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",459
b'ellenJo86632785',b'RT @SamaniegoHale: .@SteveFDA Do for #ALS what you did for #COVID. #ALS is 100% fatal!\nHelp ALS patients access promising treatments NOW! W\xe2\x80\xa6',12
b'ellenJo86632785',b'RT @minnadillard: .@SenatorLoeffler Do for #ALS what you did for #COVID. #ALS is 100% fatal!\nHelp ALS patients access promising treatments\xe2\x80\xa6',12
b'TLangley99',"b'RT @TLangley99: We need to create an Immigrant, #BLM &amp; #CoVid-19 victims, \n  \xf0\x9f\x91\x89#TrumpCatastrophe\xf0\x9f\x91\x88\n        \xf0\x9f\x97\xbfMemoral Wall\xf0\x9f\x97\xbf\n ...by posting name\xe2\x80\xa6'",15089
b'hotten71',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",14
b'Prabhubjpkissan',b'RT @supriyasahuias: There are only 1500 of them left on this planet ! Todas are one of the last remaining ancient tribal communities in #Ni\xe2\x80\xa6',39
b'AaqibAli213',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",130
b'doodlebug0',"b'RT @mommamia1217: I wonder what the family members of the over 133,000 Americans who perished of #Covid do for a little escape and relaxati\xe2\x80\xa6'",9734
b'FNULNU1',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",295
b'CutieCatB',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",83
b'CBhattacharji',b'What effect will India\xe2\x80\x99s dreadful #AirPollution have on #Covid survivors? #AIIMS \n\n\xe2\x80\x9cEvidence of immunity is a glimm\xe2\x80\xa6 https://t.co/kV6xidN1i6',4365
b'safireskeye',"b'I try to not engage in arguments online, but it\xe2\x80\x99s infuriating when people downplay the severity of this virus by sp\xe2\x80\xa6 https://t.co/dmLtQUQze1'",182
b'Robopiper',b'RT @sazzygram3: I think my heart just broke. A ER charge nurse friend told me that the way Covid is being handled she feels disposable. Man\xe2\x80\xa6',9426
b'BudgetBallin360',"b'RT @libertytarian: Have you noticed that any state that starts #ReOpen\nbecomes critical focus of media spinning dire statistics,\nputting re\xe2\x80\xa6'",91
b'Lung_Doctor',"b'@AetnaHelp #Insurance companies  ""playing a game""-if more than one specialist consults on a patient in the\xe2\x80\xa6 https://t.co/KU2izr8qgw'",67
b'jdgphubble',"b'RT @NFIDvaccines: Coronavirus is spreading in fraternity houses, raising concerns for campuses opening this fall \nhttps://t.co/rtqvBy553U v\xe2\x80\xa6'",48
b'Sugar__Wolf',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",488
b'KristaDawn77',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",40
b'adamjac',"b'RT @LawrenceGostin: I expect some semblance of normalcy from #COVID by summer 2022, &amp; gradually learn to live w/ #SARSCoV2. It will still c\xe2\x80\xa6'",53
b'giltheman777',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",137
b'sagenwok',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",225
b'SASIinNYC',"b'RT @glumphish: Malaysia used to be a safe haven for the #Rohingya. But in recent months, hate speech and xenophobia has risen, and Malaysia\xe2\x80\xa6'",1137
b'jewelzlaw',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",166
b'JaksMimi2',"b'RT @sallyKP: She literally said, \xe2\x80\x9cthe virus will find the person in the group who is *not* wearing a mask.\xe2\x80\x9d\xf0\x9f\x98\xb3\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\n\nThis is all so ridiculou\xe2\x80\xa6'",462
b'DOptomist',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale!\n60 y.o. John McDaniel died from #COVID after calling it a ""political ploy"" \n\nHe called the #Ohio shutdow\xe2\x80\xa6'",4322
b'JennyLynnHere',"b'RT @Cleavon_MD: 15,300 new cases of #COVID today in #Florida, yet Disney World reopens. \xf0\x9f\x98\xa8  https://t.co/V772QoXMTF'",118
b'methisaddress1',"b""RT @infonewskelowna: COVID-19 exposure possible at Kelowna's Cactus Club and Pace Spin Studio #COVID-19 https://t.co/9BkVRhNsvR https://t.c\xe2\x80\xa6""",7
b'giltheman777',"b'RT @Cleavon_MD: Now we know that #COVID causes coagulation abnormalities resulting in pulmonary embolisms, strokes, cardiac arrests and DVT\xe2\x80\xa6'",137
b'homegypsy',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 27\nAlexandra Nicole Faerber died suddenly from #COVID. She worked as a nurse in Atlanta, #Georgia on the frontlin\xe2\x80\xa6'",2700
b'acadianbelle',"b'RT @scarlett_0hara: Betsy DeVos #Covid_19 \n\nIf you\'ve been to a hot spot, have a headache &amp; have (or think you have) a fever, you are a ""pr\xe2\x80\xa6'",15943
b'beheadsman',b'RT @iPouya: The US:\n\n-withdrew from the nuclear deal\n-unilaterally sanctions #Iran\n-assassinated Iran\xe2\x80\x99s top general\n-tightened the sanction\xe2\x80\xa6',106
b'giltheman777',"b""RT @Cleavon_MD: He was found to have #COVID by the medical examiner. He likely had a PE due to COVID. However, if you're not admitted to th\xe2\x80\xa6""",137
b'soul_on_ice82',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",117
b'brettaronow',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",1650
b'giltheman777',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',137
b'democracyloses',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead bus operator, 49\nLeon McKnight Jr. was the father of 5 children and worked as a @transportworker bus operator for th\xe2\x80\xa6'",11156
b'GreaterKashmir',"b'Veteran actor #AnupamKher here on #Sunday said his mother, Dulari, along with brother Raju and his family have test\xe2\x80\xa6 https://t.co/m7MlaP4yZB'",219045
b'momdude56',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',502
b'timidstone',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",1986
b'jeffwltrs',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',1031
b'bakerbyaccident',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",647
b'democracyloses',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead corrections officer, 47\nSheila Rivera worked at Cook County jail and died from #COVID.  Because she diabetes, her br\xe2\x80\xa6'",11156
b'RodgerPayne',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",994
b'infamousprobs',b'RT @davidmweissman: @TomiLahren Exhibit A on why you trust the medical experts over pundits when it comes to understanding #COVID.',562
b'democracyloses',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead educator, 46 \nDr. Gerald Glisson ""gentle giant"" died from #COVID. He was a beloved principal at Eastside High School\xe2\x80\xa6'",11156
b'Jasdannia',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fparents dead from child\n Dr. Ivan Melendez describes scenes in #Texas similar to the NYC pandemic, ""warehouses of human b\xe2\x80\xa6'",137
b'2018Avalanche',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",13682
b'callatetu',"b'RT @LawrenceGostin: I expect some semblance of normalcy from #COVID by summer 2022, &amp; gradually learn to live w/ #SARSCoV2. It will still c\xe2\x80\xa6'",1876
b'BFlyReport',"b'RT @BFlyReport: #DeSantisResign As a Floridian I am absolutely ashamed of this perfidious, inconstant, recreant, man. His faltering, waveri\xe2\x80\xa6'",12202
b'Jasdannia',b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 45 \nKaren Kolb Sehlke from #Texas believed the pandemic was a \xe2\x80\x9cmedia driven\xe2\x80\x9d hoax. 2 weeks later she died from #C\xe2\x80\xa6',137
b'democracyloses',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead grocery store worker, 59\nVitalina Williams escaped poverty and worked two jobs as a cashier at @MarketBasket &amp; @Walm\xe2\x80\xa6'",11156
b'gynec',"b'RT @LawrenceGostin: I expect some semblance of normalcy from #COVID by summer 2022, &amp; gradually learn to live w/ #SARSCoV2. It will still c\xe2\x80\xa6'",9945
b'Jasdannia',"b""RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 31 \n30wks pregnant Lolita Davis went to Roseland Community Hospital in #Illinois on Mother's Day, then returned 5\xe2\x80\xa6""",137
b'callatetu',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",1876
b'gynec',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",9945
b'ChetwaniPankaj',"b'RT @C_P_Gurnani: As #COVID19 continues to dominate our lives, ensuring safety &amp; easing things for our colleagues become doubly critical.\xe2\x80\xa6'",15
b'democracyloses',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead inventory clerk\nDarryl ""Brizzy"" Brisbon was an Inventory Control Clerk at NYP Columbia, NYC. There were no articles\xe2\x80\xa6'",11156
b'igajendarsingh',"b""RT @himantabiswa: Sad to share that Jorhat's Ashish Sahewal (36), with no history of comorbidities, presented with sudden onset breathing d\xe2\x80\xa6""",775
b'cmbukowski',"b""RT @Cleavon_MD: .@realDonaldTrump and @GOP, \nLetting everyone American get infected by #COVID is NOT a plan, it's a CRIME Against Humanity\xe2\x80\xbc\xef\xb8\x8f""",11
b'christymferg',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This is a thread of precious innocent children who have died from #COVID. \n\n@COVKIDProject\nSee https://t.co/1bDU1wC6Sn for\xe2\x80\xa6',113
